Datetime,Open,High,Low,Close,Volume
2025-11-18 08:37:00+00:00,91051.58,91141.67,91044.0,91094.03,4.09347557
2025-11-18 08:38:00+00:00,91100.65,91240.46,91092.0,91163.17,12.86489446
2025-11-18 08:39:00+00:00,91157.92,91198.5,91137.47,91157.74,13.52840018
2025-11-18 08:40:00+00:00,91160.51,91342.5,91157.74,91243.82,25.0154895
2025-11-18 08:41:00+00:00,91243.82,91297.25,91182.48,91191.08,7.56475385
2025-11-18 08:42:00+00:00,91194.73,91220.0,91174.29,91209.67,2.36360528
2025-11-18 08:43:00+00:00,91209.67,91290.0,91190.59,91285.93,11.580246
2025-11-18 08:44:00+00:00,91284.01,91327.89,91208.1,91249.75,24.84672883
2025-11-18 08:45:00+00:00,91249.74,91313.83,91139.52,91184.0,23.11829119
2025-11-18 08:46:00+00:00,91182.46,91292.89,91170.22,91251.98,17.77462562
2025-11-18 08:47:00+00:00,91245.25,91262.0,91180.27,91234.2,11.82551329
2025-11-18 08:48:00+00:00,91234.2,91298.3,91223.38,91290.21,3.97836852
2025-11-18 08:49:00+00:00,91284.72,91309.24,91250.76,91292.02,2.89914033
2025-11-18 08:50:00+00:00,91292.02,91292.02,91194.74,91194.74,4.41657263
2025-11-18 08:51:00+00:00,91194.73,91227.45,91145.23,91220.21,5.9429376
2025-11-18 08:52:00+00:00,91219.47,91219.47,91157.93,91168.74,4.87663129
2025-11-18 08:53:00+00:00,91168.73,91229.31,91153.83,91173.81,8.95263941
2025-11-18 08:54:00+00:00,91173.82,91242.0,91151.25,91223.36,12.75396801
2025-11-18 08:55:00+00:00,91219.27,91219.94,91166.11,91194.73,1.6857954
2025-11-18 08:56:00+00:00,91194.72,91215.17,91187.78,91198.01,2.63970393
2025-11-18 08:57:00+00:00,91198.01,91198.03,91072.37,91090.76,11.68604228
2025-11-18 08:58:00+00:00,91084.29,91137.47,91076.16,91130.84,7.38478068
2025-11-18 08:59:00+00:00,91130.83,91137.47,91102.06,91121.6,1.77991673
2025-11-18 09:00:00+00:00,91119.41,91190.64,91108.43,91122.27,8.6165791
2025-11-18 09:01:00+00:00,91122.27,91152.0,91072.03,91072.03,8.27661414
2025-11-18 09:02:00+00:00,91072.03,91124.1,91009.95,91055.89,13.20814791
2025-11-18 09:03:00+00:00,91055.89,91121.1,91054.69,91070.31,13.5035812
2025-11-18 09:04:00+00:00,91070.31,91073.85,90953.42,90960.03,6.79087685
2025-11-18 09:05:00+00:00,90965.68,90987.99,90880.93,90880.93,12.92751756
2025-11-18 09:06:00+00:00,90880.93,90966.0,90880.93,90910.01,6.17289426
